Experiment,Regular BLEU,Adaptive BLEU,CodeBLEU,Filename,Reference Language,Hypothesis Language
41,0.05591531315453765,0.06709837578544517,0.050323781839083884,Automatic Car Wash Station Control Using 61131-3 Structured Text.md,PLC-ST,PLC-ST
42,0.060970108303455235,0.07316412996414629,0.054873097473109714,Coffee Maker Control Using 61131-3 Structured Text.md,PLC-ST,PLC-ST
43,0.08047054398449763,0.09656465278139716,0.07242348958604787,Conveyor Belt Control Using 61131-3 Structured Text.md,PLC-ST,PLC-ST
44,0.06576935408209598,0.07892322489851518,0.05919241867388639,Elevator Control System Using 61131-3 Structured Text.md,PLC-ST,PLC-ST
45,0.03690959032068848,0.04429150838482618,0.033218631288619634,Empty Bottle Removal for Packaging Line Using 61131-3 Structured Text.md,PLC-ST,PLC-ST
46,0.1466905236007884,0.1760286283209461,0.13202147124070956,Entry and Exit Control for Underground Car Park Using 61131-3 Structured Text.md,PLC-ST,PLC-ST
47,0.041047711331812176,0.04925725359817461,0.03694294019863096,Heating System Control Using 61131-3 Structured Text.md,PLC-ST,PLC-ST
48,0.062182787961875964,0.07461934555425115,0.05596450916568837,Pick-and-Place Application for a Robot Using 61131-3 Structured Text.md,PLC-ST,PLC-ST
49,0.024508694192876563,0.029410433031451876,0.02205782477358891,Pneumatic System Control Using 61131-3 Structured Text.md,PLC-ST,PLC-ST
50,0.027704335309286426,0.03324520237114371,0.024933901778357786,Traffic Light Control System Using 61131-3 Structured Text.md,PLC-ST,PLC-ST
51,0.1312217761382368,0.15746613136588414,0.11809959852441312,Cascade Control Heat Exchanger.md,PLC-ST,PLC-ST
52,0.12530328036748709,0.1503639364409845,0.11277295233073838,Cascade Control Oil Refinery.md,PLC-ST,PLC-ST
53,0.06585811349940432,0.07902973619928517,0.05927230214946389,Feedforward Control Conveyor.md,PLC-ST,PLC-ST
54,0.09728791941589031,0.11674550329906837,0.08755912747430128,Feedforward Control Mixing.md,PLC-ST,PLC-ST
55,0.09673312668451693,0.11607975202142032,0.08705981401606525,PID Flow Control Water Treatment.md,PLC-ST,PLC-ST
56,0.12978958236054944,0.15574749883265931,0.1168106241244945,PID Level Control Distillation Column.md,PLC-ST,PLC-ST
57,0.1273602279222179,0.15283227350666148,0.11462420512999612,PID Pressure Control Chemical Reactor.md,PLC-ST,PLC-ST
58,0.12937267857401374,0.1552472142888165,0.11643541071661237,PID Temperature Control Gas Turbine.md,PLC-ST,PLC-ST
59,0.09500853873821484,0.11401024648585781,0.08550768486439336,PID pH Control.md,PLC-ST,PLC-ST
60,0.07262046188792223,0.08714455426550667,0.06535841569913,Ratio Control Mixing.md,PLC-ST,PLC-ST
61,0.16089165390702645,0.19306998468843173,0.1448024885163238,Explain Cascade Control Code.md,Text,Text
62,0.021269316143683704,0.025523179372420445,0.019142384529315333,Explanation PID Function Block.md,Text,PLC-ST
63,0.27658471328817535,0.3319016559458104,0.24892624195935784,Fix Traffic Light Code.md,PLC-ST,PLC-ST
64,0.0619787207339687,0.07437446488076244,0.05578084866057183,Generate Documentation Urea Reaction.md,Text,Text
65,0.03949323648925619,0.04739188378710743,0.03554391284033057,Learning IEC 61499.md,Text,PLC-ST
66,0.10016195198805397,0.12019434238566476,0.09014575678924858,List Mathematical Function Blocks.md,Text,Text
67,0.006915049974166627,0.008298059968999951,0.006223544976749965,Object-oriented 61131-3.md,PLC-ST,MATLAB
68,0.15767524981382108,0.1892102997765853,0.141907724832439,Optimize Batch Code.md,PLC-ST,PLC-ST
69,0.02730468725169339,0.032765624702032065,0.024574218526524052,Programming Reference.md,PLC-ST,PLC-ST
70,0.026939831518523114,0.032327797822227736,0.024245848366670802,Translate ST To Instruction List.md,Text,PLC-ST
71,0.02456819141265602,0.02948182969518722,0.022111372271390418,3D Pouch Making Machine.md,PLC-ST,PLC-ST
72,0.011304811328062886,0.013565773593675463,0.010174330195256598,Batch Adhesive.md,PLC-ST,PLC-ST
73,0.0142180324216148,0.01706163890593776,0.012796229179453321,Batch Aspirin.md,PLC-ST,MATLAB
74,0.013788153417885399,0.016545784101462478,0.012409338076096859,Batch Cocoa Milk.md,PLC-ST,PLC-ST
75,0.014342863939002585,0.0172114367268031,0.012908577545102327,Batch PVC.md,PLC-ST,PLC-ST
76,0.0399511066549907,0.04794132798598884,0.03595599598949163,Batch Polyethylene.md,PLC-ST,PLC-ST
77,0.016598811249600057,0.01991857349952007,0.014938930124640051,Batch Urea Fertilizer.md,PLC-ST,PLC-ST
78,0.01781878822168674,0.02138254586602409,0.016036909399518066,Shutdown Steel Production.md,PLC-ST,PLC-ST
79,0.01347176659394761,0.016166119912737132,0.012124589934552848,Startup Paper Machine.md,PLC-ST,PLC-ST
80,0.01312892665874969,0.015754711990499628,0.01181603399287472,Startup Steam Generator.md,Text,Text
81,0.0411145244027237,0.04933742928326844,0.03700307196245133,Binary Search.md,PLC-ST,PLC-ST
82,0.08136063306682596,0.09763275968019115,0.07322456976014337,Counter.md,PLC-ST,PLC-ST
83,0.05103413419504996,0.061240961034059946,0.04593072077554496,DecToHex.md,PLC-ST,PLC-ST
84,0.02820293494829734,0.033843521937956804,0.025382641453467605,Fahrenheit to Celsius.md,PLC-ST,PLC-ST
85,0.05213911866767694,0.06256694240121233,0.046925206800909246,Heapsort.md,PLC-ST,PLC-ST
86,0.05371768816669802,0.06446122580003763,0.04834591935002822,Kalman Filter.md,PLC-ST,PLC-ST
87,0.06990184137467828,0.08388220964961393,0.06291165723721046,PID Controller.md,PLC-ST,PLC-ST
88,0.0699937478937956,0.08399249747255472,0.06299437310441604,Quicksort.md,PLC-ST,PLC-ST
89,0.10296495874651057,0.12355795049581268,0.09266846287185952,Real Comparator.md,PLC-ST,PLC-ST
90,0.08250602400251418,0.09900722880301702,0.07425542160226277,Timer.md,PLC-ST,PLC-ST
91,0.054226971205654464,0.06507236544678535,0.04880427408508902,Control Narrative Beer Brewing.md,Text,Text
92,0.011531712217201336,0.013838054660641603,0.010378540995481203,Control Narrative for Ammonium Nitrate Reactor.md,Text,Text
93,0.01729483336208582,0.020753800034502983,0.015565350025877236,Control Narrative for Ethanol Production.md,Text,Text
94,0.0017876861519853986,0.002145223382382478,0.0016089175367868587,FBD PID.md,Text,Text
95,0.1890326799495499,0.22683921593945985,0.1701294119545949,IO List Rolling Mill.md,Text,Text
96,0.10679629155580901,0.1281555498669708,0.0961166624002281,IO List Steam Water Cycle.md,Text,Text
97,0.018947093873966363,0.022736512648759633,0.017052384486569726,P-ID Steam Water Cycle.md,Text,Text
98,0.0016032448860104677,0.0019238938632125612,0.001442920397409421,PFD Penicillin Fermentation.md,Text,Text
99,0.003600771460862789,0.0043209257530353465,0.00324069431477651,SCD LNG Vaporizer.md,Text,Text
100,0.0015599400929094754,0.0018719281114913703,0.0014039460836185278,SFC Traffic Light.md,Text,Text
